Date,BTC,BCN,XRP,SYS,LTC,BTS,MAID,XVG,MONA,XLM,XMR,DGB,DOGE,DASH,NXS,XEM,ETH,SC,REP,CCI30,BITX,BITW20,BITW70,BITW100,VTI,VNQ,VEA,BND,DBC,GLD
6/2/17,2515.350098,0.002682,0.294580013,0.157270998,27.6609993,0.097184002,0.426741987,0.002797,0.260412008,0.039294001,42.36999893,0.048562001,0.003251,144.2949982,0.483002007,0.215075001,224.3760071,0.014981,26.21800041,2828.14,4389.62,12549.7,8191.43,4773.59,116.9997025,71.38018036,37.76450729,74.16739655,14.01066303,121.6100006
6/3/17,2511.810059,0.002515,0.299412996,0.191306993,27.93930054,0.108851001,0.408932,0.004455,0.264910996,0.039988998,42.89730072,0.049968999,0.003179,143.345993,0.548238993,0.215562001,245.3320007,0.014407,28.9571991,2837.33,4409.31,14041.84,9535.96,4843.91,116.8504181,71.07231903,37.60351181,74.0499115,13.93293476,121.7300034
6/4/17,2686.810059,0.002799,0.29400301,0.193391994,30.84329987,0.109339997,0.507741988,0.005538,0.28472501,0.041506998,48.26179886,0.051143002,0.003873,144.9230042,0.679753006,0.236163005,248.4640045,0.01539,28.79540062,2902.26,4432,15402.33,10624.1,4891.83,116.8504181,71.07231903,37.60351181,74.0499115,13.93293476,121.7300034
6/5/17,2863.199951,0.002884,0.284548014,0.231501997,30.5510006,0.115772001,0.513913989,0.006476,0.301896989,0.045407001,55.56829834,0.054513998,0.003741,145.1940002,0.770353973,0.233988002,264.4660034,0.015663,33.4056015,3100.9,4520.74,15867.18,11318.53,4997.26,116.8504181,71.07231903,37.60351181,74.0499115,13.93293476,121.7300034
6/6/17,2732.159912,0.003397,0.27978301,0.186304003,28.3946991,0.105324,0.519613981,0.005113,0.363891989,0.047098,52.53609848,0.048539001,0.003302,140.3589935,0.669555008,0.209824994,258.0710144,0.013905,34.16889954,3306.1,4705.55,17464.05,12867.75,5219.36,116.5518951,70.73025513,37.51405334,74.18544769,14.0300951,123.0999985
6/7/17,2805.620117,0.00357,0.289678007,0.201584995,30.21190071,0.177156001,0.544583976,0.004828,0.341217995,0.050420001,56.19250107,0.061221,0.003575,145.0299988,0.705533981,0.219575003,261.6659851,0.014899,35.53519821,3196.76,4915.32,19026.09,13758.31,5460.81,116.6825027,71.22626495,37.48722458,74.0860672,13.83577251,122.4499969
6/8/17,2823.810059,0.002785,0.286018997,0.212913007,29.68160057,0.268265009,0.559973001,0.00508,0.353309989,0.047355998,55.62350082,0.049325,0.003453,148.9309998,0.962083995,0.215684995,281.7369995,0.018624,34.17900085,3343.92,4726.82,17907.26,13102.42,5245.34,116.8877487,71.05522156,37.4335556,74.03186035,13.83577251,121.6500015
6/9/17,2947.709961,0.003582,0.260874003,0.191396996,30.44169998,0.351983011,0.534034014,0.00382,0.404338986,0.042865999,52.28310013,0.034467999,0.003313,152.0019989,1.012490034,0.202605993,337.6679993,0.015434,33.75109863,3454.82,4857.63,20186.98,13828.5,5425.79,116.7944489,71.55121613,37.29938507,73.96859741,13.91350174,120.5400009
6/10/17,2958.110107,0.0034,0.272758991,0.193037003,33.21630096,0.392042994,0.551325023,0.003871,0.375883013,0.045915,58.70119858,0.032875001,0.003601,188.2680054,1.016989946,0.218016997,340.6090088,0.01524,33.77569962,3561.54,4958.91,21621.26,14908.64,5559.28,116.7758026,72.19258118,37.18310547,73.95053101,13.78719234,120.3600006
6/11/17,2659.629883,0.002935,0.253964007,0.195978999,29.50349998,0.375151992,0.481689006,0.003233,0.326534986,0.039988,50.04029846,0.028825,0.003253,170.7769928,0.765298009,0.202730998,401.4899902,0.013958,31.46310043,3692.89,5278.26,20705.97,14357.69,5836.73,116.7758026,72.19258118,37.18310547,73.95053101,13.78719234,120.3600006
6/12/17,2717.02002,0.003198,0.266153008,0.206887007,30.64290047,0.365408987,0.523014009,0.004579,0.367053986,0.041859999,51.80459976,0.036541,0.003313,183.9700012,0.874108016,0.210862994,397.5369873,0.015787,33.02209854,3491.91,5387.94,21956.85,14494.25,5981.8,116.7758026,72.19258118,37.18310547,73.95053101,13.78719234,120.3600006
6/13/17,2506.370117,0.002494,0.278447002,0.185409993,30.22470093,0.330563992,0.473616987,0.003465,0.340965986,0.039827999,46.30289841,0.029161001,0.003092,163.2129974,0.800976992,0.201500997,359.053009,0.014094,30.5788002,3659.3,5298.27,19626.26,13077.84,5842.87,117.3542175,72.35505676,37.50511551,73.96859741,13.8454895,120.4800034
6/14/17,2464.580078,0.002343,0.259265989,0.183603004,30.2201004,0.337110996,0.454436004,0.003382,0.343329996,0.037439,46.0243988,0.029242,0.003043,163.352005,0.901939988,0.194842994,361.9330139,0.014413,28.15069962,3356.8,5424.76,21349.71,14373.41,5993.35,117.1862946,72.45767212,37.46039581,74.23967743,13.60258579,119.8199997
6/15/17,2518.560059,0.002648,0.262068003,0.190843999,35.70050049,0.317811012,0.476099998,0.003822,0.363757998,0.037535999,48.10749817,0.029569,0.003163,166.25,0.954388976,0.192579001,370.2269897,0.015742,28.75580025,3314.75,5061.1,19328.75,12863.87,5554.81,116.9250565,72.82540894,37.05788422,74.15836334,13.6608839,119.3199997
6/16/17,2655.879883,0.003107,0.268350989,0.178278998,47.64590073,0.340723991,0.491697997,0.003723,0.353563011,0.039251,50.46020126,0.028367,0.003322,178.1289978,0.97270298,0.204418004,379.4140015,0.016550001,31.08979988,3419.32,5006.43,19188.77,12940.57,5484.87,116.8504181,72.63726807,37.38883591,74.23967743,13.71917915,119.3399963
6/17/17,2548.290039,0.002626,0.28459999,0.180603996,46.04159927,0.325841993,0.488564014,0.003448,0.365222991,0.038332,49.60139847,0.027826,0.00323,193.5269928,0.978570998,0.198033005,371.4580078,0.015913,30.02129936,3609.74,5107.61,19410.55,14023.36,5613.09,117.8020096,72.64582825,37.52299881,74.1312561,13.63173389,118.4300003
6/18/17,2589.600098,0.002634,0.296068013,0.232925996,50.32089996,0.325901002,0.548838019,0.003124,0.425677001,0.040252,49.08980179,0.028016999,0.003141,201.2599945,0.904150009,0.195966005,370.0559998,0.019446,32.78480148,3562.18,5359.5,19879.59,14039.19,5896.68,117.8020096,72.64582825,37.52299881,74.1312561,13.63173389,118.4300003
6/19/17,2721.790039,0.002824,0.324427009,0.215615004,47.21640015,0.334546,0.505876005,0.003149,0.652885973,0.039365999,48.08269882,0.027735,0.003218,187.9140015,0.850483,0.199342996,359.0050049,0.018842001,30.12809944,3756.66,5256.31,19656.84,14165,5794.6,117.8020096,72.64582825,37.52299881,74.1312561,13.63173389,118.4300003
6/20/17,2689.100098,0.002536,0.296366006,0.216511995,47.78749847,0.319380999,0.469361991,0.002924,0.683528006,0.038123999,46.58760071,0.026982,0.003125,178.8099976,0.879456997,0.191312,336.8720093,0.018817,28.97410011,3735.67,5337.43,20693.68,15356.23,5906.99,116.9997025,72.47477722,37.18310547,74.23967743,13.49570847,118.1800003
6/21/17,2705.409912,0.002563,0.297847986,0.222278997,47.71289825,0.307942986,0.503862977,0.003023,0.61205399,0.038720001,47.2840004,0.026037,0.003104,177.0570068,0.965873003,0.182818994,336.3710022,0.019345,30.11310005,3640.14,5439.57,20268.51,14849.43,5995.82,116.8638077,72.32940674,37.14871979,74.27580261,13.34996605,118.5199966
6/22/17,2744.909912,0.002807,0.319977999,0.237608001,47.33549881,0.33078301,0.549875975,0.003929,0.649453998,0.041397002,51.40890121,0.028608,0.003143,189.2649994,0.980791986,0.197521999,341.7390137,0.018968999,31.26379967,3682.28,5246.22,19687.7,14743.65,5780.6,116.9106674,72.39782715,37.22112274,74.30290985,13.36939907,118.9199982
6/23/17,2608.719971,0.002717,0.31110999,0.226106003,44.4917984,0.314287007,0.513763011,0.003394,0.666046977,0.038210001,48.0345993,0.026280001,0.003135,182.6170044,0.928265989,0.186159998,323.6960144,0.016931999,29.4239006,3799.72,5241.94,19876.49,15156.05,5786.18,117.20121,72.64905548,37.30256271,74.32098389,13.42769432,119.4300003
6/24/17,2589.409912,0.002515,0.298422992,0.214394003,43.92440033,0.299584001,0.479440987,0.003301,0.630173981,0.033372998,45.89210129,0.022619,0.002961,172.8769989,0.911917984,0.177182004,303.2479858,0.016173,27.98920059,3622.04,5370.26,20981.76,16453.23,5956.08,117.2855759,73.16703796,37.37495422,74.40232086,13.45684433,118.3600006
6/25/17,2478.449951,0.002371,0.27728799,0.203106999,41.13180161,0.26287201,0.450022995,0.003045,0.613525987,0.030218,43.49300003,0.020129001,0.00275,162.8910065,0.864917994,0.162366003,272.6919861,0.015333,25.1644001,3460.92,5112.18,19800.43,15800.56,5672.47,117.2855759,73.16703796,37.37495422,74.40232086,13.45684433,118.3600006
6/26/17,2552.449951,0.002261,0.276306003,0.190576002,40.54150009,0.245318994,0.470916003,0.002912,0.677951992,0.029113,43.57170105,0.020837,0.002623,176.0200043,0.907702982,0.163453996,293.0880127,0.015304,25.59679985,3202.98,4953.65,18496.52,15047.14,5488.66,117.2855759,73.16703796,37.37495422,74.40232086,13.45684433,118.3600006
6/27/17,2574.790039,0.0023,0.280454993,0.199493006,42.84949875,0.277695,0.499697,0.00304,0.689670026,0.031998001,47.32400131,0.021528,0.002793,184.1269989,0.981914997,0.170693994,327.927002,0.016454,28.07629967,3330.09,4628.09,16948.34,13663.91,5110.05,116.3202133,72.51092529,37.36591339,74.14929962,13.61230278,118.8099976
6/28/17,2539.320068,0.002256,0.265421003,0.188308999,41.06529999,0.256395996,0.472552001,0.002957,0.734600008,0.029038999,45.02149963,0.019526999,0.002656,177.1690063,0.979092002,0.163683996,302.8829956,0.015176,26.73819923,3497.93,4793.73,17193.02,13878.6,5277.14,117.4167633,72.68359375,37.700737,74.14929962,13.69974804,118.9000015
6/29/17,2480.840088,0.001856,0.262930006,0.179270998,40.35430145,0.248337001,0.462592989,0.002797,0.79914099,0.026988,43.72679901,0.018116999,0.002602,181.7689972,0.919767976,0.159531996,294.9159851,0.014268,28.10059929,3332.48,5001.94,18057.18,14485.78,5514.97,116.4795456,71.85478973,37.32066345,73.99568939,13.75804329,118.3199997
6/30/17,2434.550049,0.00254,0.254743993,0.151120007,38.98820114,0.227890998,0.434772015,0.002816,0.767032981,0.024466,40.95589828,0.016671,0.002645,165.7089996,0.898078024,0.145722002,274.6010132,0.012829,24.74889946,3250.32,4799.01,17090.84,14057.08,5284.93,116.6388702,71.85478973,37.39306259,73.94149017,14.03981209,118.0199966
7/1/17,2506.469971,0.002198,0.259449005,0.171077996,41.56760025,0.214291006,0.447798014,0.002924,0.758822978,0.025706001,42.7942009,0.01733,0.002481,173.4920044,0.889805019,0.159310997,287.9869995,0.013083,26.22809982,3078.35,4693.34,16750.88,13233.97,5167.63,116.9200363,72.76990509,37.32066345,73.94962311,14.18555355,116.0899963
7/2/17,2564.060059,0.002161,0.259959012,0.162728995,46.42520142,0.248135999,0.472140998,0.003381,0.700851023,0.026265999,43.62599945,0.019241,0.002533,180.7940063,0.921801984,0.176652998,282.8980103,0.013694,28.77389908,3172.72,4504.51,15920.72,12326.37,4951.22,116.9200363,72.76990509,37.32066345,73.94962311,14.18555355,116.0899963
7/3/17,2601.639893,0.002119,0.254709005,0.175718993,55.33440018,0.237507999,0.491140991,0.003421,0.729556978,0.02575,45.47000122,0.017795,0.002518,183.0630035,1.356170058,0.188350007,273.303009,0.013353,27.55450058,3236.91,4655.24,16223.63,12717.63,5107.01,116.9200363,72.76990509,37.32066345,73.94962311,14.18555355,116.0899963
7/4/17,2601.98999,0.001933,0.256523013,0.162841007,53.19449997,0.230054006,0.494107991,0.003796,0.787616014,0.025441,45.72090149,0.01698,0.002714,209.477005,1.217759967,0.174562007,268.7739868,0.012953,26.87669945,3290.92,4706.9,16465.29,13234.76,5178.25,117.0512466,71.74255371,37.33876038,73.99505615,13.9717989,116.5199966
7/5/17,2608.560059,0.002045,0.254640996,0.162287995,51.13029861,0.217133,0.489120007,0.004726,0.771646976,0.025418,50.1169014,0.018011,0.002636,213.1719971,1.13004005,0.169306993,270.5490112,0.012311,27.50489998,3273.32,4719.87,16976.8,13645.52,5215.93,117.0512466,71.74255371,37.33876038,73.99505615,13.9717989,116.5199966
7/6/17,2518.659912,0.001683,0.239480004,0.129896998,46.57550049,0.188541993,0.457803011,0.003425,0.706360996,0.020415001,44.24779892,0.01553,0.002397,196.4570007,1.008280039,0.156904995,245.9909973,0.010217,23.05850029,3254.97,4710.87,16888.67,13306.49,5194.54,115.8984528,70.39575958,37.11251831,73.82262421,13.98151588,116.4700012
7/7/17,2571.340088,0.001631,0.236133993,0.133286998,52.13850021,0.191865996,0.450477988,0.003922,0.72320199,0.021597,46.10229874,0.015822001,0.00244,209.197998,0.855831027,0.158504993,251.6970062,0.010855,23.44580078,2936.51,4713.1,16621.11,13195.69,5185.12,116.7044601,70.79288483,37.17586899,73.80445099,13.8454895,115.2799988
7/8/17,2518.439941,0.001556,0.233416006,0.123058997,49.58050156,0.169799998,0.417878985,0.003651,0.70036602,0.019499,44.84970093,0.014685,0.00233,195.6360016,0.89971,0.152992994,242.1369934,0.009782,22.27879906,3030.14,4427.52,14128.68,11266.75,4827.14,116.7888184,70.14538574,37.23921204,73.84075928,13.90378571,115.4700012
7/9/17,2372.560059,0.001117,0.203164995,0.088904001,46.57640076,0.141495004,0.326797992,0.002722,0.572371006,0.015137,40.00749969,0.010231,0.001952,174.3959961,0.629911005,0.132047996,215.3569946,0.00768,16.76989937,2886.84,4526.57,14840.47,11799.13,4946.13,116.7888184,70.14538574,37.23921204,73.84075928,13.90378571,115.4700012
7/10/17,2337.790039,0.001066,0.185019001,0.080760002,45.3307991,0.123521,0.298189998,0.002434,0.497610986,0.014518,37.13639832,0.011277,0.001779,165.7290039,0.788927972,0.119303003,197.404007,0.006947,16.47699928,2506.61,4409.48,13637.39,11033.29,4796.86,116.7888184,70.14538574,37.23921204,73.84075928,13.90378571,115.4700012
7/11/17,2398.840088,0.001733,0.205354005,0.099830002,48.75120163,0.145868003,0.331144005,0.002836,0.554123998,0.017906999,40.38880157,0.013301,0.001938,179.8890076,0.852949023,0.133840993,230.7740021,0.008924,21.08309937,2360.72,3992.37,10560.06,8669.94,4287.24,116.7606964,70.06770325,37.3568573,73.91333008,14.03981209,115.6200027
7/12/17,2357.899902,0.001577,0.200809002,0.087330997,46.32780075,0.131761998,0.307054013,0.002647,0.554754019,0.017351,38.22689819,0.011893,0.001823,171.2400055,0.766785979,0.122952998,209.7330017,0.007886,20.50370026,2674.16,3819.87,9938.77,8010.5,4098.11,117.5948563,70.93103027,37.69169617,74.08574677,13.9717989,116.0299988
7/13/17,2233.340088,0.001495,0.190769002,0.074764997,42.80270004,0.121278003,0.275550991,0.002355,0.470811009,0.016321,35.47999954,0.010766,0.001681,161.0800018,0.671212018,0.117498003,199.6620026,0.006987,19.45709991,2522.33,4170.82,11981.74,9360.29,4508.33,117.7822952,71.04325867,37.80029297,74.05851746,13.96208286,115.8199997
7/14/17,1998.859985,0.00128,0.170589,0.067570001,38.9239006,0.102629997,0.269024014,0.00211,0.408594996,0.017618001,32.09320068,0.009875,0.001484,140.1430054,0.689152002,0.111478001,170.6549988,0.006282,18.34269905,2348.48,3980.99,11012.04,8862.42,4293.07,118.3071442,71.72530365,38.07177353,74.08574677,14.11754036,116.7699966
7/15/17,1929.819946,0.001142,0.148056,0.061542001,40.91289902,0.094878003,0.255755991,0.001982,0.400115997,0.015654,29.42919922,0.009221,0.001307,132.6430054,0.602598011,0.097294003,157.3630066,0.005833,16.04389954,2082.78,3766.1,9944.01,8083.77,4048.94,118.3071442,72.3037262,38.00844574,74.18557739,14.06896019,117.2900009
7/16/17,2228.409912,0.001384,0.177889004,0.078092001,42.66970062,0.106932998,0.298548996,0.00244,0.465680003,0.018614,34.83089828,0.010859,0.00152,153.8540039,0.661740005,0.133728996,193.423996,0.00717,18.13999939,1973.39,3319.45,8863.72,7178,3568.74,118.3071442,72.3037262,38.00844574,74.18557739,14.06896019,117.2900009
7/17/17,2318.879883,0.001385,0.188718006,0.082282998,44.30239868,0.125387996,0.320740998,0.002782,0.455532998,0.018665999,36.38380051,0.011269,0.001864,158.0670013,0.688881993,0.132327005,234.3910065,0.007761,19.51199913,2358.62,3178.53,8302.21,6799.44,3405.29,118.3071442,72.3037262,38.00844574,74.18557739,14.06896019,117.2900009
7/18/17,2273.429932,0.001296,0.168387994,0.079778001,40.86439896,0.110863999,0.296851009,0.002602,0.428663999,0.017255999,35.06389999,0.010481,0.001689,155.6499939,0.668954015,0.126825005,199.7030029,0.007339,16.90439987,2535.01,3715.14,10223.15,8091.06,4008.82,118.3821182,72.14831543,38.08987427,74.35796356,14.12725735,118.1100006
7/19/17,2817.600098,0.001393,0.188295007,0.101221003,45.01570129,0.137125,0.35551399,0.003261,0.464771003,0.018859001,40.29769897,0.01195,0.001935,188.5939941,0.848948002,0.152087003,227.2649994,0.008761,19.53319931,2341.07,4015.66,11008.3,8845.23,4333.06,119.0663071,72.6922226,38.27087402,74.36702728,14.25356674,118.0800018
7/20/17,2667.76001,0.001383,0.182607993,0.115814,45.76300049,0.146248996,0.35097301,0.003094,0.549207985,0.019200999,40.34400177,0.011825,0.001936,185.8589935,0.826215982,0.143792003,218.3049927,0.008939,20.18300056,2767.38,3760.35,10162.35,8341.3,4046.26,119.1412811,72.35551453,38.39757156,74.41242218,14.23413372,118.2399979
7/21/17,2810.120117,0.001571,0.193320006,0.152969003,46.55830002,0.184827998,0.394214988,0.003425,0.586583018,0.022877,44.70539856,0.014887,0.002095,195.3139954,0.885558009,0.176768005,229.4759979,0.010053,21.49230003,2716.05,4458.55,12020.36,9975.02,4793.59,118.9819565,72.3037262,38.29801941,74.49404144,14.03981209,119.2600021
7/22/17,2730.399902,0.001687,0.195058003,0.135666996,44.05590057,0.171230003,0.375914007,0.00336,0.565711021,0.021769,42.66529846,0.019792,0.001972,191.0319977,0.869780004,0.166135997,225.951004,0.010031,21.04719925,2957.05,4252.77,12011.05,10021.16,4593.87,118.991333,72.16558075,38.22562408,74.45777893,14.06896019,119.3099976
7/23/17,2754.860107,0.001604,0.192001998,0.132732004,44.4054985,0.170034006,0.378250986,0.003393,0.575091004,0.022605,45.58000183,0.021923,0.00198,204.0220032,0.967100024,0.169643998,224.7109985,0.010984,21.68939972,2860.44,4489.3,13832.61,12010.37,4885.42,118.991333,72.16558075,38.22562408,74.45777893,14.06896019,119.3099976
7/24/17,2576.47998,0.00134,0.178103998,0.106840998,42.24129868,0.134935006,0.316406995,0.002917,0.507251024,0.018550999,40.67589951,0.017297,0.001773,195.5160065,0.900452971,0.158206001,206.7100067,0.008791,18.03129959,2887.05,4392.26,13225.71,11574.17,4771.16,118.991333,72.16558075,38.22562408,74.45777893,14.06896019,119.3099976
7/25/17,2529.449951,0.001274,0.173822001,0.105265997,42.22969818,0.135242,0.335325003,0.00282,0.484917015,0.018878,45.80360031,0.017387001,0.00181,194.3739929,0.859853029,0.156462997,203.9530029,0.008532,18.14850044,2608.54,4408.91,13144.78,11539.15,4786.4,119.384964,72.26053619,38.25277328,74.17649078,14.22441864,118.9199982
7/26/17,2671.780029,0.001303,0.173456997,0.107000999,42.13980103,0.139318004,0.342680991,0.00295,0.489636987,0.018322,45.23860168,0.016550001,0.001856,194.0919952,0.874800026,0.170475006,204.3179932,0.008455,18.17060089,2593.58,4099.4,11180.36,9638.74,4421.04,119.3006134,72.76128387,38.4971199,74.35796356,14.36044407,119.8799973
7/27/17,2809.01001,0.001326,0.165937006,0.102553003,40.61460114,0.132606,0.322887003,0.002848,0.483031988,0.016961001,43.95970154,0.015182,0.001782,185.6089935,0.83712697,0.165774003,193.1230011,0.008027,17.19210052,2651.48,4055.71,11024.84,9666.95,4379.32,119.094429,72.84761047,38.35232162,74.26721191,14.44788933,119.7900009
7/28/17,2726.449951,0.00122,0.169871002,0.108277,41.1155014,0.133552,0.321319014,0.002936,0.491537988,0.017447,43.89239883,0.017765,0.001768,185.2539978,0.86621201,0.170196995,205.7890015,0.008427,17.61510086,2600.8,4173.08,11147.8,9875.17,4495.52,118.8976059,72.64905548,38.38851929,74.40332031,14.5256176,120.6900024
7/29/17,2757.179932,0.001241,0.165081993,0.100401998,40.42200089,0.125820994,0.305664003,0.002957,0.474444002,0.015984001,39.61940002,0.016127,0.001719,172.8240051,0.903479993,0.160500005,197.9779968,0.008031,17.20210075,2633.37,4189.05,10632.45,9309.72,4489.87,118.8319855,72.74401093,38.46996689,74.39426422,14.61306286,120.75
7/30/17,2875.340088,0.001215,0.167385995,0.102727003,43.02270126,0.124089003,0.288338006,0.003031,0.451249987,0.016094999,39.83720016,0.016601,0.001718,178.5099945,0.853145003,0.165068001,203.8710022,0.008058,16.83279991,2556.33,4199.59,10959.35,9237.22,4512.57,118.8319855,72.74401093,38.46996689,74.39426422,14.61306286,120.75
7/31/17,2718.26001,0.001306,0.177053005,0.116640002,43.03630066,0.130344003,0.317586005,0.003057,0.481339991,0.017933,44.14569855,0.019416001,0.001792,184.7539978,0.863855004,0.181053996,226.7689972,0.008677,18.10890007,2618.43,4155.21,10495.88,9075.3,4450.44,118.8319855,72.74401093,38.46996689,74.39426422,14.61306286,120.75
8/1/17,2710.669922,0.001223,0.173113003,0.126109004,42.13219833,0.135829002,0.330913007,0.002969,0.474644005,0.018413,43.62969971,0.018669,0.001788,182.9340057,0.888175011,0.219718993,219.9519958,0.008699,17.70420074,2727.45,4301.71,10514.18,9130.35,4601.02,119.0756836,73.07208252,38.68715286,74.69677734,14.44788933,120.6500015
8/2/17,2804.72998,0.001168,0.174612001,0.125874996,42.86149979,0.141692996,0.338582993,0.002983,0.480495006,0.018859999,43.3553009,0.019074,0.001795,186.9869995,0.893759012,0.226889998,225.3419952,0.009111,17.37059975,2744.08,4326.76,11317.34,9874.25,4668.7,118.9632034,72.40732574,38.66905594,74.6512146,14.47703743,120.4000015
8/3/17,2895.889893,0.001297,0.173742995,0.131821007,43.4496994,0.153309003,0.333159,0.003084,0.477360994,0.022241,45.12390137,0.018665999,0.00182,186.973999,0.941331029,0.224240005,223.072998,0.009092,17.34180069,2854.08,4266.78,11419.5,10025.94,4630.11,118.6913986,72.26053619,38.61476135,74.80609894,14.37016106,120.5899963
8/4/17,3252.909912,0.001403,0.184736997,0.135411993,46.85900116,0.169715002,0.354501992,0.003353,0.472301006,0.023984,48.57830048,0.019993,0.002087,193.8300018,0.976350009,0.228655994,256.5069885,0.009799,19.07769966,2895.14,4398.65,11970.42,10698.72,4788.74,118.9444656,72.50228119,38.66905594,74.68766022,14.3993082,119.6500015
8/5/17,3213.939941,0.001355,0.180444002,0.128735006,45.10300064,0.152057007,0.36580801,0.003357,0.47240901,0.022701001,47.8302002,0.018975999,0.001909,189.1340027,0.991355002,0.248318002,261.5669861,0.009231,18.9673996,3178.56,4465.56,12146.08,11262.65,4869.36,119.178772,72.42457581,38.69619751,74.71498871,14.42845726,119.5100021
8/6/17,3378.939941,0.001437,0.179021001,0.130536005,45.79550171,0.155597001,0.358303994,0.003355,0.436437011,0.022195,50.20560074,0.018429,0.001949,197.1940002,1.143270016,0.280321002,269.1799927,0.009344,18.96039963,3172.66,5008.17,13311.69,12567.12,5436.56,119.178772,72.42457581,38.69619751,74.71498871,14.42845726,119.5100021
8/7/17,3419.939941,0.001441,0.192586005,0.131568998,48.63190079,0.159335002,0.356662989,0.003352,0.414368987,0.023737,51.94120026,0.019205,0.001961,203.8450012,1.190780044,0.275142998,296.7690125,0.009448,21.18589973,3293.27,4969.68,13289.26,11936.36,5399.77,119.178772,72.42457581,38.69619751,74.71498871,14.42845726,119.5100021
8/8/17,3342.469971,0.001391,0.182946995,0.124610998,48.01190186,0.151684999,0.382914007,0.003109,0.435191989,0.022995999,50.96360016,0.017658999,0.001937,199.2070007,1.130360007,0.279882997,296.0270081,0.009106,22.70560074,3438.41,5170.76,13722.81,12592.62,5631.8,118.8507385,72.07925415,38.4971199,74.61476135,14.43817234,119.8600006
8/9/17,3381.280029,0.001312,0.180399001,0.117110997,46.49980164,0.159936994,0.358155996,0.002596,0.413139999,0.022007,49.47280121,0.015402,0.001896,200.9579926,1.19333005,0.294135004,295.8919983,0.00831,22.72200012,3407.75,5410.85,14013.88,12785.77,5869.64,118.7195358,71.83752441,38.39757156,74.66942596,14.53533459,121.3099976
8/10/17,3650.620117,0.001604,0.179306999,0.116299003,47.09939957,0.190209001,0.370523989,0.002448,0.403012007,0.02148,50.65060043,0.016829001,0.00188,205.7899933,1.310909986,0.295213014,308.8640137,0.008323,22.43869972,3471.12,5322.26,13846.3,12666.51,5780.88,116.9762726,71.31952667,37.84554291,74.77875519,14.31186295,122.2099991
8/11/17,3884.709961,0.001492,0.173852995,0.117659003,46.43389893,0.171856001,0.386114001,0.002865,0.368431002,0.020218,49.36780167,0.015024,0.001856,205.4900055,1.429649949,0.278084993,310.6010132,0.00779,22.65029907,3604.5,5386.8,13793.84,14339.19,5886.82,117.1918335,70.87924194,37.83649445,74.84254456,14.36044407,122.7900009
8/12/17,4073.26001,0.00146,0.168091998,0.132375002,45.81280136,0.157240003,0.358888,0.002354,0.398281008,0.01825,47.76039886,0.013763,0.001807,198.1660004,1.895030022,0.257339001,298.0639954,0.007299,20.64559937,3639.88,5679.97,14139.61,16445.98,6212.05,118.39151,72.06198883,38.09893036,74.78788757,14.23413372,121.9199982
8/13/17,4325.129883,0.001317,0.169991001,0.112475,45.80450058,0.148383006,0.376181006,0.001899,0.364650995,0.017622,49.75389862,0.011786,0.001762,199.4409943,1.801450014,0.256047994,300.0969849,0.006743,19.95800018,3639.85,5873.7,13658.99,17079.32,6399.11,118.39151,72.06198883,38.09893036,74.78788757,14.23413372,121.9199982
8/14/17,4181.930176,0.001382,0.161220998,0.109104,43.30649948,0.150117993,0.39438799,0.002614,0.379703999,0.017433001,48.74340057,0.014555,0.001738,203.522995,1.571720004,0.247927994,289.8179932,0.007584,21.02400017,3721.84,5999.1,13049.19,16957.5,6507.37,118.39151,72.06198883,38.09893036,74.78788757,14.23413372,121.9199982
8/15/17,4376.629883,0.00139,0.160430998,0.108916,44.15119934,0.141803995,0.411505997,0.002505,0.407949001,0.017702,48.78300095,0.013703,0.001774,232.0169983,1.641000032,0.258011997,302.2669983,0.007418,21.39340019,3647.27,6232.59,12574.52,16596.09,6735.65,118.2790222,71.84617615,38.06274033,74.66034698,14.16612148,120.9800034
8/16/17,4331.689941,0.001297,0.157498002,0.105268002,43.91460037,0.134527996,0.434549987,0.00249,0.379808009,0.017326999,47.44860077,0.012973,0.00171,233.6239929,1.496019959,0.244955003,301.4570007,0.007017,20.12940025,3775.65,6047.4,12789.5,16291.15,6541.27,118.4945908,72.13105774,38.29801941,74.76966095,14.12725735,121.8700027
8/17/17,4160.620117,0.001195,0.158883005,0.103589997,47.28139877,0.128149003,0.451225996,0.002056,0.380883008,0.016842,46.68780136,0.01249,0.001678,224.2819977,1.390959978,0.243244007,295.5899963,0.006728,19.13279915,3677.03,6281.44,12809.74,17597.11,6804.91,116.6107407,71.68212128,37.86363983,74.90632629,14.16612148,122.4899979
8/18/17,4193.700195,0.001169,0.155056998,0.118234999,45.47999954,0.126343995,0.453723013,0.002041,0.381806999,0.016512999,55.96250153,0.01204,0.001678,288.7009888,1.456850052,0.256137013,297.4700012,0.006732,19.66469955,3548.02,6186.3,12125.55,17362.36,6688.94,116.4139404,70.95692444,37.97223282,74.86988068,14.41874123,122.3000031
8/19/17,4087.659912,0.00121,0.158735007,0.126949996,46.23099899,0.132313997,0.481020987,0.002118,0.393622011,0.017631,54.70840073,0.015412,0.001707,294.197998,1.541769981,0.271441013,301.428009,0.007696,20.55489922,3671.05,5994.97,11383.99,15843.02,6456.82,116.5826263,71.71664429,37.98129272,74.90632629,14.24384975,122.7600021
