Date,BTC,ETH,XRP,USDT,LINK,LTC,BCH,ADA,BNB,EOS,XLM,XMR,TRX,NEO,XEM,MIOTA,DASH,WAVES,ZEC,ETC,OMG,DOGE,BAT,ZRX,DGB,DCR,QTUM,ICX,LRC,KNC,BTG,REP,LSK,ANT,SC,NANO,ZEN,SNT,BNT,GNT,MONA,RLC,XVG,MAID,GNO,STORJ,BTS,STEEM,KMD,CVC,ARDR,MCO,ARK,SYS,HC,XZC,AE,ADX,KIN,MLN,DNT,FUN,BCN,MTL,SALT,PIVX,GBYTE,DGD,GAS,PPT,NXS,CCI30,BITX,BITW20,BITW70,BITW100,SPY,VTI,VNQ,VEA,VWO,FM,VTIP,BND,JNK,DBC,GLD,BIZD,UUP
2018-11-22,4365.93994140625,126.70600128173828,0.4260799884796143,0.998188018798828,0.3429610133171081,32.195098876953125,211.46800231933597,0.04425470158457756,5.755549907684326,3.554569959640503,0.18779699504375455,65.85810089111328,0.0138763003051281,8.409059524536133,0.08082489669322968,0.30984601378440857,103.33899688720705,1.10834002494812,78.85669708251953,5.3401198387146,1.827340006828308,0.002411989960819483,0.17216500639915466,0.4179509878158569,0.012156199663877487,24.324199676513672,2.349829912185669,0.2786439955234528,0.047228798270225525,0.19618800282478333,19.75309944152832,10.034799575805664,1.5378299951553345,0.3633019924163817,0.003115460043773055,1.0747400522232056,8.203559875488281,0.022815799340605736,0.7540850043296814,0.09769199788570404,0.9150909781455994,0.2481819987297058,0.006633560173213482,0.18381300568580627,11.122400283813477,0.16215799748897552,0.052730899304151535,0.3902190029621124,0.6740589737892151,0.06882630288600923,0.0578065998852253,2.3905599117279053,0.4779230058193207,0.042549200356006615,0.9443730115890504,6.648940086364746,0.599416971206665,0.09607329964637756,2.8499800464487635e-05,8.001299858093263,0.013133999891579151,0.00571660976856947,0.0009215719765052199,0.2855600118637085,0.26209598779678345,0.8041809797286987,31.402099609375,19.63909912109375,2.6051199436187744,1.6994400024414062,0.29497700929641724,2583.36,5696.4,6378.66,6888.44,5708.47,263.25,135.1300048828125,79.9800033569336,39.09000015258789,38.59000015258789,27.149999618530273,48.11000061035156,78.0199966430664,103.19999694824219,15.300000190734863,115.7699966430664,15.970000267028809,25.8700008392334
2018-11-23,4347.10986328125,123.2959976196289,0.4074279963970184,0.9825699925422668,0.3293429911136627,32.159698486328125,207.42599487304688,0.04341220110654831,5.557429790496826,3.6003999710083012,0.18121099472045896,66.62689971923828,0.013669800013303757,8.545499801635742,0.07774610072374344,0.3181529939174652,99.31819915771484,1.1036900281906128,77.5978012084961,5.212560176849365,1.701259970664978,0.002360679907724261,0.1617799997329712,0.4005390107631683,0.011606199666857721,23.07349967956543,2.3149800300598145,0.27306699752807617,0.046761900186538696,0.18959400057792666,19.54129981994629,9.322580337524414,1.5070899724960327,0.3364419937133789,0.003083009971305728,1.0904799699783323,7.7503700256347665,0.021528199315071102,0.7290239930152893,0.09114880114793776,0.8112940192222595,0.24065500497817996,0.006400030106306076,0.178290992975235,11.434399604797365,0.16072699427604675,0.05149510130286217,0.3885819911956787,0.6518669724464417,0.06656520068645477,0.06095109879970551,2.258780002593994,0.4516600072383881,0.04030660167336464,0.9592009782791138,5.866710186004639,0.5987120270729065,0.0976087972521782,2.4891300199669786e-05,7.342040061950684,0.012914899736642838,0.0055968700908124456,0.0008919769898056984,0.2879599928855896,0.2511810064315796,0.758188009262085,31.10530090332031,19.49139976501465,2.609410047531128,1.6536400318145752,0.2808000147342682,2533.86,5370.02,5906.12,6397.89,5375.94,263.25,135.1300048828125,79.9800033569336,39.09000015258789,38.59000015258789,27.149999618530273,48.11000061035156,78.0199966430664,103.19999694824219,15.300000190734863,115.7699966430664,15.970000267028809,25.8700008392334
2018-11-24,3880.760009765625,113.49400329589844,0.3753359913825989,0.9802240133285522,0.2845680117607117,29.21769905090332,180.6889953613281,0.03845759853720665,5.115280151367188,3.261389970779419,0.15420499444007876,58.35820007324219,0.012548300437629223,7.482019901275635,0.0684472993016243,0.2807539999485016,92.6626968383789,0.9925789833068848,67.752197265625,4.76609992980957,1.503100037574768,0.002224080031737685,0.14693599939346313,0.3601900041103363,0.010986099950969221,20.46809959411621,2.127259969711304,0.238429993391037,0.04160900041460991,0.16604900360107422,18.77750015258789,8.273960113525389,1.351099967956543,0.31484898924827576,0.0027425000444054604,0.9442279934883118,6.798890113830566,0.019411100074648857,0.6741250157356262,0.08224420249462128,0.6409180164337158,0.206836998462677,0.00568629987537861,0.16896399855613708,11.345100402832033,0.1417119950056076,0.04580549895763397,0.33736398816108704,0.5560799837112427,0.058612700551748276,0.05461620166897774,2.084709882736206,0.3752849996089935,0.0349711999297142,0.8866040110588074,5.3358497619628915,0.5741180181503296,0.0864316001534462,2.342580046388321e-05,6.503159999847412,0.011656899936497213,0.004878299776464701,0.0007901749922893941,0.2583340108394623,0.2193409949541092,0.6958580017089844,26.78720092773437,17.486900329589847,2.373189926147461,1.527940034866333,0.25054600834846497,2289.91,5287.15,5857.77,6283.26,5294.4,267.5,137.22999572753906,80.12999725341797,39.619998931884766,38.86000061035156,27.270000457763672,48.11000061035156,77.95999908447266,103.6500015258789,15.369999885559082,115.63999938964844,15.970000267028809,25.920000076293945
2018-11-25,4009.969970703125,116.4499969482422,0.37455099821090704,0.9809690117836,0.2594279944896698,30.892200469970703,184.58399963378903,0.0377252995967865,5.180580139160156,3.3500800132751465,0.15960699319839478,58.05329895019531,0.012373000383377077,7.710869789123535,0.06928840279579163,0.2874949872493744,91.44750213623048,1.0443600416183472,70.27950286865234,4.764699935913086,1.536509990692139,0.0022199100349098444,0.144664004445076,0.3692930042743683,0.011008599773049356,21.368900299072266,2.0652399063110347,0.2410299926996231,0.04269469901919365,0.16555100679397586,19.41790008544922,7.894670009613037,1.3920199871063232,0.3236809968948364,0.0028025798965245485,0.997627019882202,6.662399768829347,0.018688099458813667,0.6848090291023254,0.08493530005216599,0.7049779891967773,0.2025990039110184,0.005921049974858761,0.16335800290107727,10.798999786376953,0.1396860033273697,0.04846509918570519,0.34811699390411377,0.5625330209732056,0.059043001383543015,0.05880039930343627,2.232609987258911,0.4002169966697693,0.03678559884428978,0.9182260036468506,5.439620018005371,0.5823929905891418,0.0874376967549324,2.6031100787804465e-05,6.505889892578125,0.011228499934077265,0.004821669775992632,0.0008074410143308343,0.25765299797058105,0.21511299908161166,0.7252539992332458,29.06329917907715,17.819799423217773,2.31564998626709,1.5706100463867188,0.2616859972476959,2330.21,4992.59,5465.04,5807.79,4995.13,267.5,137.22999572753906,80.12999725341797,39.619998931884766,38.86000061035156,27.270000457763672,48.11000061035156,77.95999908447266,103.6500015258789,15.369999885559082,115.63999938964844,15.970000267028809,25.920000076293945
2018-11-26,3779.1298828125,108.33499908447266,0.3554509878158569,0.9772430062294006,0.2838659882545471,29.410999298095703,182.0429992675781,0.03580600023269653,4.926449775695801,3.1837899684906006,0.1447950005531311,53.21699905395508,0.011660600081086159,7.1356401443481445,0.06857450306415558,0.27346599102020264,88.92829895019531,0.9853889942169191,66.25039672851561,4.3157501220703125,1.4113500118255615,0.0020985000301152468,0.1374409943819046,0.3479740023612976,0.010692300274968149,19.694799423217773,1.8996399641036987,0.22324199974536896,0.04225920140743256,0.1579349935054779,17.779699325561523,7.565720081329347,1.3114299774169922,0.2971799969673157,0.0026604400482028727,0.9565020203590392,5.982950210571289,0.017839999869465828,0.6377879977226257,0.07827550172805786,0.7663729786872864,0.1856510043144226,0.005545950029045343,0.15490500628948212,10.214300155639648,0.13981999456882474,0.04524429887533188,0.3151260018348694,0.5211790204048157,0.055221900343894965,0.060242500156164176,2.067490100860596,0.3723509907722473,0.03649820014834404,0.8758590221405029,5.135560035705566,0.5440080165863037,0.0836998000741005,2.9998900572536517e-05,6.3435401916503915,0.011798599734902382,0.004403209779411554,0.0007677479879930615,0.248077005147934,0.1975809931755066,0.6694989800453186,28.346399307250977,16.65839958190918,2.1533799171447754,1.4373600482940674,0.2421710044145584,2203.01,4662.54,5119.43,5509.68,4666.72,267.5,137.22999572753906,80.12999725341797,39.619998931884766,38.86000061035156,27.270000457763672,48.11000061035156,77.95999908447266,103.6500015258789,15.369999885559082,115.63999938964844,15.970000267028809,25.920000076293945
2018-11-27,3820.719970703125,110.01000213623048,0.36016300320625305,0.9842600226402284,0.28758400678634644,31.06879997253418,179.06300354003906,0.036461099982261665,4.913050174713135,3.03016996383667,0.14437399804592133,57.13159942626953,0.011855400167405605,7.259260177612305,0.07531420141458511,0.27006399631500244,89.1250991821289,0.9999470114707948,73.32109832763672,4.531700134277344,1.392590045928955,0.0020868401043117046,0.14089800417423248,0.35704201459884644,0.012157799676060677,19.78720092773437,1.9433499574661253,0.2321079969406128,0.04380499944090843,0.16159400343894958,17.92770004272461,7.760009765625,1.3600599765777588,0.3400590121746063,0.00285903993062675,0.979544997215271,6.062900066375732,0.01865560002624989,0.6491379737854004,0.07792030274868011,0.7526710033416748,0.2394080013036728,0.006062449887394905,0.15271399915218353,10.40530014038086,0.14646300673484802,0.04557690024375916,0.31891199946403503,0.5577740073204039,0.05766449868679047,0.059330001473426826,2.032989978790283,0.3986639976501465,0.03759780153632164,0.8772439956665039,5.261690139770508,0.5307490229606628,0.09705179929733276,2.80938002106268e-05,6.535630226135254,0.01126949954777956,0.004675509873777628,0.0007662529824301599,0.2494499981403351,0.20660699903965,0.6597750186920166,27.87569999694824,16.818000793457028,2.258510112762451,1.501539945602417,0.2520830035209656,2232.21,4736.02,5318.98,5629.93,4745.3,268.3999938964844,137.39999389648438,80.47000122070312,39.5,39.13999938964844,27.43000030517578,48.04999923706055,78.01000213623047,103.6500015258789,15.3100004196167,114.94999694824219,16.010000228881836,25.989999771118164
2018-11-28,4257.419921875,122.43800354003906,0.3905569911003113,0.9986220002174376,0.33145999908447266,34.626598358154304,190.07200622558597,0.04202060028910637,5.336959838867188,3.2793700695037837,0.1622370034456253,63.52410125732422,0.014649399556219578,8.38679027557373,0.08163399994373323,0.3007290065288544,99.5145034790039,1.14874005317688,79.94940185546875,4.988759994506836,1.6030999422073364,0.0022462098859250546,0.1709360033273697,0.4352689981460571,0.014117400161921978,21.733699798583984,2.1770899295806885,0.2773570120334625,0.0496147982776165,0.18528300523757932,19.637699127197266,8.641900062561035,1.5561699867248535,0.4255959987640381,0.0033676999155431986,1.0816400051116943,6.93474006652832,0.020927600562572483,0.7240059971809387,0.08847749978303909,0.7776160240173341,0.2581459879875183,0.008202670142054558,0.17452600598335266,11.681300163269045,0.1699109971523285,0.050601501017808914,0.3679780066013336,0.6499379873275757,0.06726770102977753,0.06621219962835312,2.2613699436187744,0.4288420081138611,0.041595801711082465,0.9667029976844788,5.93874979019165,0.617842972278595,0.1112689971923828,3.1958901672624045e-05,7.091919898986816,0.013178200460970402,0.006123810075223446,0.000854548008646816,0.3209559917449951,0.2778080105781555,0.7696340084075928,30.26160049438477,18.742900848388672,2.5543699264526367,1.8631199598312376,0.3340719938278198,2469.86,5506.5,6371.36,6837.24,5528.56,274.5799865722656,140.60000610351562,81.19000244140625,40.08000183105469,40.0099983215332,27.649999618530273,48.099998474121094,78.05000305175781,104.43000030517578,15.260000228881836,115.37999725341797,16.139999389648438,25.860000610351562
2018-11-29,4278.8466796875,117.54264831542969,0.3795623183250427,0.9973770976066588,0.3447820246219635,33.797447204589844,180.9834289550781,0.041865747421979904,5.346632957458496,3.0218503475189213,0.16508007049560547,61.19553756713867,0.015694541856646538,8.439004898071289,0.07926234602928163,0.3067392110824585,96.662841796875,1.1967341899871826,87.95813751220703,4.9317145347595215,1.645338773727417,0.0022409600205719467,0.16976800560951233,0.4366961717605591,0.013956071808934212,21.600690841674805,2.1515467166900635,0.290000855922699,0.0487893782556057,0.19509147107601169,18.86521339416504,8.66729736328125,1.526360034942627,0.4786863029003143,0.0032720367889851327,1.1039172410964966,6.9941749572753915,0.02114366367459297,0.6944203376770021,0.09160272777080536,0.75726318359375,0.2494193762540817,0.008128325454890728,0.17511756718158722,11.446391105651855,0.16863030195236206,0.049601178616285324,0.3870182931423187,0.6979064345359802,0.06982237100601196,0.06593435257673264,2.301212787628174,0.4193149507045746,0.04189231991767883,0.935155153274536,5.884738445281982,0.6003115773200989,0.10604698956012726,3.0152399631333534e-05,6.847496032714844,0.013520960696041584,0.005649426952004433,0.0008523085853084923,0.43707621097564703,0.2570229470729828,0.8093782067298889,29.648906707763672,18.587718963623047,2.6029036045074463,1.827647805213928,0.32084572315216064,2442.37,5265.83,6094.75,6611.83,5288.03,273.9800109863281,140.33999633789062,81.20999908447266,39.88999938964844,39.7400016784668,27.649999618530273,48.20000076293945,78.11000061035156,104.48999786376953,15.359999656677246,115.73999786376953,16.149999618530273,25.81999969482422
2018-11-30,4017.2685546875,113.17142486572266,0.3624548614025116,0.9918226003646852,0.32224175333976746,32.06476211547852,173.06689453125,0.0389159694314003,5.0785722732543945,2.8828999996185303,0.1586303412914276,57.79290390014648,0.014390305615961553,7.710984706878662,0.0751122385263443,0.28704050183296204,91.8704071044922,1.2111589908599854,80.9483871459961,4.601219177246094,1.5065374374389648,0.0021647315006703143,0.1680515557527542,0.3900456428527832,0.012736698612570764,19.91974258422852,2.0089671611785893,0.2594346106052399,0.04378896206617355,0.1779824197292328,18.464771270751953,8.179739952087402,1.4005645513534546,0.4341537058353424,0.002974672242999077,1.0071934461593628,6.621829509735107,0.01926993392407894,0.6668986082077026,0.08628545701503754,0.6872310042381287,0.2227460741996765,0.0074842884205281734,0.16150207817554474,12.118315696716307,0.19134972989559174,0.0478212796151638,0.3441682457923889,0.6517325639724731,0.06415878981351852,0.0612102597951889,2.2180936336517334,0.3926674723625183,0.04040379449725151,0.9075511693954468,5.7122764587402335,0.5534442663192749,0.09537934511899948,2.9657900086021986e-05,6.188947677612305,0.011780359782278538,0.0049807438626885405,0.0007943903910927473,0.33599600195884705,0.23239518702030185,0.7284822463989258,28.01719856262207,17.61333465576172,2.363837718963623,1.7098020315170288,0.2865770757198334,2306.46,5005.17,5715.33,6330.6,5023.92,275.6499938964844,141.35000610351562,81.9800033569336,39.75,39.689998626708984,27.600000381469727,48.18000030517578,78.13999938964844,104.19000244140625,15.289999961853027,115.54000091552734,16.059999465942383,25.920000076293945
2018-12-01,4214.671875,118.63555908203124,0.3729055523872376,1.0010522603988647,0.3326922655105591,34.34073638916016,172.12330627441406,0.04146846756339073,5.2887234687805185,2.957248449325561,0.16633158922195435,59.64754867553711,0.015183755196630956,8.18537425994873,0.07806814461946487,0.3011712431907654,95.34725952148438,1.4043594598770142,80.32752990722656,4.852973461151123,1.6268773078918457,0.002249973826110363,0.17674294114112854,0.4134670794010161,0.0136730894446373,20.670507431030273,2.125741958618164,0.2796223759651184,0.04689721390604973,0.20550963282585144,18.75405502319336,8.737202644348145,1.49310302734375,0.4616239666938782,0.003172934288159013,1.0738469362258911,6.9011335372924805,0.020182816311717037,0.7050420045852661,0.09102892875671388,0.6931001543998718,0.2403736412525177,0.00787264946848154,0.16412223875522616,12.538456916809082,0.18792900443077087,0.049434293061494834,0.3903936743736267,0.6824905872344971,0.06902070343494415,0.06559991091489792,2.4689409732818604,0.4255228638648987,0.04231744259595871,0.9356513619422911,6.118836402893066,0.5737181305885315,0.14532816410064694,2.960319943667855e-05,6.989925861358643,0.013087634928524494,0.005296235438436271,0.0008532018982805313,0.3360525369644165,0.24494998157024386,0.7569042444229126,30.8100528717041,19.058916091918945,2.513512134552002,1.8761919736862185,0.2992565929889679,2403.85,5260.17,5994.08,6823.74,5282.29,279.29998779296875,143.0,82.41999816894531,40.279998779296875,40.47999954223633,27.959999084472656,48.16999816894531,78.06999969482422,104.43000030517578,15.640000343322754,116.41000366210938,16.239999771118164,25.93000030517578
